nombre_entidad,nit_entidad,anno_paa,ppto_total,limite_menor_cuantia,limite_minima_cuantia,fecha_cargue,departamento_paa,municipio_paa
EMPRESA DE SERVICIOS PUBLICOS DE LA VIRGINIA E.S.P,705936763,2024,3578499663.0,1300000000.0,130000000.0,2024-08-23,Risaralda,La Virginia
ALCALDIA LOCAL DE KENNEDY,702292459-8,2024,155828028495.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
  FONDO DE {DESARROLLO LOCAL DE SANTA FE - FDLSF  ,701679615-8,2024,69428451110.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DE CIENCIATECNOLOGÍA E INNOVACIÓN,702001025,2024,4750376150.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,No definido
CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE,705238228,2024,169822562210.0,364000000.0,36400000.0,2024-08-23,Bolívar,Cartagena
CENTRO EDUCATIVO RURAL MONT:ECRISTO,719726200-1,2024,23918711.0,36400000.0,26000000.0,2024-08-23,Norte de Santander,Salazar
DISTRITO DE TURBO,703036343,2024,213705252088.0,585000000.0,58500000.0,2024-08-23,Antioquia,Turbo
  IECRP  ,717864649-7,2024,313848378.0,26000000.0,2600000.0,2024-08-23,Norte de Santander,Cúcuta
ANTIOQUIA  EMPRESA DE SERVICIOS RETIRAR S.A E.S.P - EL RETIRO,705490829,2023,4679553490.0,750000000.0,250000000.0,2024-08-23,Antioquia,Retiro
AGENCIA NACIONAL DE TIERRAS - ANT,702066010-5,2024,4584623875734.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
SENA REGIONAL GUAVIARE,703931881,2024,14219492960.0,1300000000.0,130000000.0,2024-08-23,Guaviare,San José Del Guaviare
  EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO GESTIÓN CATASTRAL DE COLOMBIA  ,718921596,2024,454926400.0,280000000.0,28000000.0,2024-08-23,Córdoba,Sahagún
MUNICIPIO DE T&AME,707764817-8,2024,15982590108.0,364000000.0,36400000.0,2024-08-23,Arauca,Tame
IDEAR,706922051,2024,1817017935.0,364000000.0,36400000.0,2024-08-23,Arauca,Arauca
CEHANI E.S.E,718456379,2024,14714725940.0,325000000.0,195000000.0,2024-08-23,Nariño,Pasto
  ARMADA NACIONAL - BASE NAVAL No.1 ARC BOLÍVAR  ,701189037,2024,59820594301.0,1300000000.0,130000000.0,2024-08-23,Bolívar,Cartagena
  INSTIT/UCION EDUCATIVA PAZ Y LIBERTAD  ,718553142,2024,9050000.0,364000000.0,36400000.0,2024-08-23,Boyacá,San Mateo
MUNICIPIO DE PAMPLONITA,705003903-0,2024,13816553337.0,364000000.0,36400000.0,2024-08-23,Norte de Santander,Pamplonita
CONTRALORIA DE BOGOTA,702516691-3,2024,32764228236.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
CORPORACION AUTONOMA REGIONAL DE SANTANDER+,711192211,2024,7053508153.0,364000000.0,36400000.0,2024-08-23,Santander,San Gil
MUNICIPIO DE SAN MIGUEL PUTUMAYO,712452853,2024,105376356077.0,364000000.0,36400000.0,2024-08-23,Putumayo,San Miguel
INSTITUCION EDUCATIVA MANUELA BELTRAN - SOACHA,706302247,2024,140796734.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,No definido
INDERHUILA,701899197,2024,14990101977.0,364000000.0,36400000.0,2024-08-23,Huila,Neiva
INSTITUTO DE TURISMO DEL META,705645349,2024,35587116253.0,364000000.0,36400000.0,2024-08-23,Meta,Villavicencio
ALCALDIA MUNICIPAL DE MELGAR,705272680,2024,78802974790.0,364000000.0,36400000.0,2024-08-23,Tolima,Melgar
ALCALDÍA MUNICIPAL DE COCORNÁ,700063027-5,2024,15911718943.0,364000000.0,36400000.0,2024-08-23,Antioquia,No definido
E.S.E HOSPITAL SAN JOSE DE ISNOS,701703837-0,2024,18211585311.0,600000000.0,60000000.0,2024-08-23,Huila,Isnos
  INST[ITUCION EDUCATIVA TECNICA AGROPECUARIA SEVILLANO  ,718595648-2,2024,115071280.0,115071280.0,11507128.0,2024-08-23,Magdalena,Ciénaga
  UNIDAD ADMINISTRATIVA ESPECIAL PARA LA GESTIÓN CATASTRAL DE CUNDINAMARCA  ,712948140,2024,7384784289.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
ARMADA NACIONAL ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,701652109-7,2024,11438824828.0,1300000000.0,130000000.0,2024-08-23,Bolívar,Cartagena
  CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE - CVS  ,704483114,2024,46433415351.0,364000000.0,36400000.0,2024-08-23,Córdoba,No definido
CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL TOLEMAIDA,702914532,2024,17454903428.0,1300000000.0,130000000.0,2024-08-23,Cundinamarca,Nilo
  SECRETARIA[ DE DESARROLLO E INCLUSION SOCIAL  ,702184359-8,2024,14134974713.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,No definido
MUNICIPIO DE SALADOBLANCO,700591159-6,2024,18361915714.0,364000000.0,36400000.0,2024-08-23,Huila,Saladoblanco
INSTITUTO TERMAL DE PAIPA,705857084,2024,4771165785.0,364000000.0,36400000.0,2024-08-23,Boyacá,Paipa
INSTITUTO CARO Y CUERVO,700931090,2024,17508518935.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA LUIS ONOFRE ACOSTA,702161456,2024,49917606.0,324800000.0,32480000.0,2024-08-23,Huila,Palestina
INSTITUCION EDUCATIVA AGROECOLOGICO AMAZONICO CAMILO TORRES,718926272,2024,115285715.0,285000000.0,28500000.0,2024-08-23,Caquetá,Cartagena Del Chairá
ESCUELA MILITAR DE AVIACIÓN MA@RCO FIDEL SUAREZ,701996100,2024,17460777444.0,1300000000.0,130000000.0,2024-08-23,Valle del Cauca,Cali
  CENTRO EDUCATIVO RURAL LA MESA  ,718029135,2024,65405036.0,32480001.0,23200001.0,2024-08-23,Norte de Santander,Toledo
INSTITUCION EDUCATIVA AGROECOLOGICA LA PLAYA,726777873,2024,95169912.0,260000000.0,26000000.0,2024-08-23,Nariño,Francisco Pizarro
PERSONERIA DE GIRARDOTA,720611698,2024,832905213.0,364000000.0,36400000.0,2024-08-23,Antioquia,Girardota
  ALCALDIA DE FLORENCIA CAUCA  ,702224064-0,2024,1847538114.0,364000000.0,36400000.0,2024-08-23,Cauca,Florencia
DIRECCIO@N TERRITORIAL ANDES OCCIDENTALES DE PARQUES NACIONALES NATURALES DE COLOMBIA,703923706-6,2024,7858336281.0,585000000.0,58500000.0,2024-08-23,Antioquia,No definido
COLEGIO ELISEO PINILLA RUEDA,718177231,2024,105280748.0,364000000.0,36400000.0,2024-08-23,Santander,Villanueva
BATALLÓN DE ASPC No. 18 ST. RAFAEL ARAGONA,702343435,2024,2384931822.0,1300000000.0,130000000.0,2024-08-23,Arauca,Arauca
INSTITUTO PARA LA ECONOMIA SOCIAL- IPES,702445743,2024,46400852006.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
INSTITUCION EDUCATIVA LA MADRID,718376163-7,2024,165716639.0,364000000.0,36400000.0,2024-08-23,Meta,Villavicencio
  IE CIUDADELA ED@UCATIVA DEL MAGDALENA MEDIO  ,718109978,2024,903818324.0,364000000.0,36400000.0,2024-08-23,Santander,Barrancabermeja
  CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA  ,702917022-1,2024,77611992021.0,1300000000.0,1300000.0,2024-08-23,Cundinamarca,Facatativá
INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,700930035,2024,22000339867.0,364000000.0,36400000.0,2024-08-23,Tolima,Espinal
  MUNICIPIO DE AMAGA  ,702474826,2024,28191367511.0,364000000.0,36400000.0,2024-08-23,Antioquia,Amagá
MUNICIPIO DE AGUA DE DIOS,704068436-4,2024,86107610359.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Agua De Dios
INSTITUTO PARA LA EDUCACION FISICA LA RECREACION Y EL DEPORTE DE DUITAMA,701722183,2024,1471657572.0,364000000.0,36400000.0,2024-08-23,Boyacá,Duitama
  INSTITUCION EDUCATIVA ROMAN GOMEZ  ,718976699,2024,199346312.0,163741000.0,1637410.0,2024-08-23,Antioquia,Marinilla
DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA,700341043-5,2024,125984435738.0,1105000000.0,110500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
ALCALDIA MUNICIPIO DE GARZON,702458035,2024,146884271897.0,364000000.0,36400000.0,2024-08-23,Huila,Garzón
MUNICIPIO DE ANSERMA CALDAS,701218067,2024,64269083625.0,364000000.0,36400000.0,2024-08-23,Caldas,Anserma
AGENCIA PARA LA REINCO'RPORACIÓN Y LA NORMALIZACIÓN,700803117,2024,221871105589.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
EMPRESA SOCIAL DEL ESTADO CAMU DE PURISIMA,702245945,2024,3870796274.0,364000000.0,36400000.0,2024-08-23,Córdoba,Purísima
ALCALDIA DE GAMA,702670092-3,2024,3648033015.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Gama
MUNICIPIO DE PINCHOTE,711372540-1,2024,4483346660.0,364000000.0,36400000.0,2024-08-23,Santander,Pinchote
MUNICIPIO DE PEREIRA-OFICIAL,702259557-1,2024,953118848469.0,1105000000.0,110500000.0,2024-08-23,Risaralda,Pereira
MUNICIPIO DE BOYACA,703949370-2,2024,7118149866.0,3562300533.0,364000000.0,2024-08-23,Boyacá,Boyacá
ESE HOSPITAL SAN ANTONIO DE GUATAVITA,704061845,2024,11060319117.0,260000000.0,26000000.0,2024-08-23,Cundinamarca,Guatavita
  IMDERC)OR  ,723096269-3,2024,339217000.0,364000000.0,36400000.0,2024-08-23,Sucre,Corozal
ICTY,713647584-9,2024,4929080553.0,364000000.0,36400000.0,2024-08-23,Casanare,Yopal
ALCALDIA MUNICIPAL DE MIRAFLORES BOYACA,702886201,2024,17664247551.0,364000000.0,36400000.0,2024-08-23,Boyacá,Miraflores
EMPRESA DE SERVICIOS PÚBLICOS DEL MUNICIPIO DE LA ARGENTINA HUILA,718582364-5,2024,389727895.0,650000000.0,65000000.0,2024-08-23,Huila,La Argentina
INSTITUCION EDUCATIVA EL LIMON,721109171-4,2024,59291140.0,36050000.0,3605000.0,2024-08-23,Córdoba,Canalete
INSTITUCIÓN EDUCATIVA RURAL INTEGRADA QUINTERO,719045718,2024,16522449.0,1300000000.0,130000000.0,2024-08-23,Cauca,Caloto
CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO - NARE,703915793,2024,977409816088.0,364000000.0,36400000.0,2024-08-23,Antioquia,El Santuario
EMPRESA DE SERVICIOS DE ALUMBRADO PÚBLICO DE COROZAL S.A.S].E.S.P,723909594,2024,1374050150.0,1950000000.0,195000000.0,2024-08-23,Sucre,Corozal
INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,701870321,2024,97599162610.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
DEPARTAMENTO NACIONAL DE PLANEACIÓN,700220049,2024,291760319679.0,1105000000.0,110500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
COLEGIO AVELINA MORENO,717735179-9,2024,107278799.0,364000000.0,36400000.0,2024-08-23,Santander,Socorro
INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,703208645,2024,75401537451.0,364000000.0,36400000.0,2024-08-23,Antioquia,Medellín
NUTRICERES S.A.S.,718593239,2024,45259274527.0,1170000000.0,0.0,2024-08-23,Antioquia,Rionegro
  INSTITUCION EDUCATIVA LICEO DE BOLIVAR  ,719042202-6,2024,221512002.0,364000000.0,36400000.0,2024-08-23,Bolívar,Cartagena
INSTITUTO DE DESARROLLO URBANO,701946188,2024,587522054376.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
I E CAPITAN BERMUDEZ,720693324,2024,54515400.0,26000000.0,2600000.0,2024-08-23,Cauca,Patía
EMPRESA DE RENOVACION URBANA DE LA DORADA Y EL MAGDALENA CENTRO,713848463,2024,2467488108.0,135000000.0,13500000.0,2024-08-23,Caldas,La Dorada
INSTITUCION EDUCAT@IVA RURAL BUENAVISTA,718573157,2024,98524140.0,324000000.0,32400000.0,2024-08-23,Sucre,Sincelejo
EMPRESA DE TECNOLOGÍA Y SERVICIOS ALBORADA - EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO (E.I.C.E),718636194-7,2024,35075087740.0,364000000.0,36400000.0,2024-08-23,Meta,Villavicencio
INSTITUCIÓN EDUCATIVA COLEGIO ARGELINO DURAN QUINTERO,717993455,2024,38904569.0,36400000.0,3640000.0,2024-08-23,Norte de Santander,Sardinata
CANAL CAPITAL,705377810,2024,35950086502.0,0.0,0.0,2024-08-23,Distrito Capital de Bogotá,No definido
  GOBERNACION DE SUCRE  ,705153054-9,2024,805010630036.0,845000000.0,84500000.0,2024-08-23,Sucre,Sincelejo
ALCALDIA MUNICIPAL DE RESTREPO META,702308602,2024,11477726115.0,364000000.0,36400000.0,2024-08-23,Meta,Restrepo
Empresa de Servicios Públicos Varios EMSERP,718458847,2024,803194839.0,65000000.0,6500000.0,2024-08-23,Nariño,Pupiales
INSTITUCION EDUCATIVA SAMUEL ARRIETA MOLINA,718230576-3,2024,84992330.0,364000000.0,36400000.0,2024-08-23,Cesar,Chimichagua
  DEPARTAMENTO DE CUNDINAMARCA -SECRETARIA DE GOBIERNO  ,702234287,2024,31906119467.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,No definido
Rama Judicial  Dirección Seccional de Administración Judicial de Cartagena,705641884-3,2024,31216020526.0,1300000000.0,130000000.0,2024-08-23,Bolívar,Cartagena
MUNICIPIO DE MANIZALES,705412617,2024,641863988291.0,845000000.0,84500000.0,2024-08-23,Caldas,Manizales
ALCALDÍA MUNICIPIO DE ISN^OS,705071272,2024,7346968078.0,364000000.0,36400000.0,2024-08-23,Huila,Isnos
  INSTITUCIÓN EDUCATIVA ALEJANDRO VÉLEZ BARRIENTO<S  ,718735889,2024,153510290.0,364000000.0,36400000.0,2024-08-23,Antioquia,Envigado
ALCALDIA MUNICIPIO DE SANTANDER DE QUILICHAO,702580374-0,2024,157161655044.0,364000000.0,36400000.0,2024-08-23,Cauca,Santander De Quilichao
INSTITUTO NACIONAL DE METROLOGIA,700656093,2024,503765370590.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
ESE HOSPITAL JOSE MARIA CORDOBA,701671646,2024,1582652422.0,520000000.0,52000000.0,2024-08-23,Antioquia,No definido
MUNICIPIO DE CUBARA BOYACA,703750323,2024,22821220707.0,364000000.0,36400000.0,2024-08-23,Boyacá,No definido
ESE HOSPITAL INTEGRADO LANDÁZURI,709571434-9,2024,2239306030.0,650000000.0,390000000.0,2024-08-23,Santander,Landázuri
ÁREA METROPOLITANA DE BAR-RANQUILLA,706749579,2024,22626582897.0,364000000.0,36400000.0,2024-08-23,Atlántico,Barranquilla
ALCALDIA MUNICIPIO DE RICAURTE,703235119,2024,58073787116.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Ricaurte
ALCALDIA MUNICIPIO DE ARAUCA,700586134-2,2024,52900991724.0,585000000.0,58500000.0,2024-08-23,Arauca,Arauca
ESE HOSPITAL EDUARDO SANTOS,704126028,2024,12642644722.0,351000000.0,35100000.0,2024-08-23,Nariño,La Unión
PNNC-SUBCUENTA FONAM,703871210,2024,5568736013.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,No definido
MUNICIPIO DE PUERTO BERRIO,701496119,2024,32401490158.0,364000000.0,36400000.0,2024-08-23,Antioquia,No definido
ALCALDIA MUNICIPIO DE ZIPAQUIRA,703991851,2024,106317902786.0,585000000.0,58500000.0,2024-08-23,Cundinamarca,Zipaquirá
INSTITUCION EDUCATIVA NUESTRA SEÑORA DE FATIMA,719093692,2024,49401296.0,280000000.0,28000000.0,2024-08-23,Valle del Cauca,Guadalajara De Buga
SECRETARÍA DISTRITAL DE MOVILIDAD,701699407,2024,950672838567.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE YONDO,704848662,2024,32345653102.0,364000000.0,36400000.0,2024-08-23,Antioquia,Yondó
INSTITUCION EDUCATIVA SAN JOAQUIN,719008401,2024,107636465.0,260000000.0,26000000.0,2024-08-23,Cesar,Valledupar
IET FELIX TIBERIO GUZMAN,718391030,2024,310283694.0,364000000.0,36400000.0,2024-08-23,Tolima,Espinal
SENA DIRECCION GENERAL,700098023,2024,1109344948073.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
  INSTITUT\O DE CULTURA Y TURISMO DE MANIZALES  ,704659911-9,2024,19834519806.0,364000000.0,36400000.0,2024-08-23,Caldas,Manizales
DIRECCION DE TRANSITO DE BUCARAMANGA,700712011,2024,10786285821.0,364000000.0,36400000.0,2024-08-23,Santander,Bucaramanga
INVIAS,700676059,2024,2484678565017.0,1300000000.0,130000000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE YOPAL...,702445891,2024,317000006.0,585000000.0,58500000.0,2024-08-23,Casanare,Yopal
MUNICIPIO DE GUATAPE,702492703,2024,46489940475.0,364000000.0,36400000.0,2024-08-23,Antioquia,Guatape
INSTITUCION EDUCATIVA MARIA AUXILIADORA FORTALECILLAS,719382046,2024,82003037.0,324800000.0,32480000.0,2024-08-23,Huila,Neiva
EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,704279041-9,2024,16224767788.0,0.0,0.0,2024-08-23,Antioquia,Carepa
IDEA + SAS,721963056,2024,2322599570.0,1300000000.0,130000000.0,2024-08-23,Antioquia,Medellín
IU. Digital,704740679,2024,34388313729.0,364000000.0,36400000.0,2024-08-23,Antioquia,Medellín
INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE CAREPA,709204234,2024,2166422436.0,364000000.0,36400000.0,2024-08-23,Antioquia,Carepa
ESAP TERRITORIAL CALDAS,703508374,2024,2178407900.0,585000000.0,58500000.0,2024-08-23,Caldas,No definido
  INSTITUCION EDUCATIVA AGROPECUARIA MAZMAORRERO  ,719007437-3,2024,100892922.0,1300000000.0,130000000.0,2024-08-23,Cauca,Buenos Aires
  INSTITUTO FINANCIERO PARA EL DESARROLLO DE SANTANDER  ,704323773,2024,1559900000.0,364000000.0,36400000.0,2024-08-23,Santander,Bucaramanga
EMPRESA PRESTADORA DEL SERVICIO PÚBLICO DE ASEO DEL MUNICIPIO DE CIUDAD BOLÍVAR,700555014,2024,1316983648.0,400000000.0,40000000.0,2024-08-23,Antioquia,Ciudad Bolívar
:MUNICIPIO SAN RAFAEL ANTIOQUIA,704263177-0,2024,13618540376.0,364000000.0,36400000.0,2024-08-23,Antioquia,San Rafael
GOBIERNO DEPARTAMENTAL,702192410,2024,360990591667.0,1105000000.0,110500000.0,2024-08-23,Tolima,No definido
CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA,702134214,2024,21946450129.0,364000000.0,36400000.0,2024-08-23,La Guajira,Riohacha
INSTITUCION EDUCATIVA LA MESETA,718830441-6,2024,37983192.0,364000000.0,36400000.0,2024-08-23,Cauca,Cajibío
APC  COLOMBIA+,700569015,2024,52601096713.0,364000000.0,36400000.0,2024-08-23,Distrito Capital de Bogotá,No definido
  HOSPITAL SANTANDER ES;E  ,704143098-1,2024,4441401290.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,Caicedonia
BANCO AGRARIO DE COLOMBIA S.A.,704040070,2024,1148195252685.0,0.0,0.0,2024-08-23,Distrito Capital de Bogotá,No definido
MUNICIPIO DE SOATA,703751495,2024,13670894016.0,364000000.0,36400000.0,2024-08-23,Boyacá,Soatá
INSTITUCION EDUCATIVA POLINDARA,719371015,2024,51567357.0,1300000000.0,130000000.0,2024-08-23,Cauca,Totoró
CORPOAMAZONIA - CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA1,702721457,2024,592074538170.0,364000000.0,36400000.0,2024-08-23,Putumayo,Mocoa
  MUNICIPIO DE VILLA DE LEYVA//  ,703646026,2024,27614862144.0,364000000.0,36400000.0,2024-08-23,Boyacá,Villa De Leyva
ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS DE SAN JOSÉ DE MIRANDA,711569590,2024,2394275126.0,0.0,0.0,2024-08-23,Santander,San José De Miranda
FONDO DE VIVIENDA DE INTERÉS SOCIAL DEL DEPARTAMENTO DEL HUILA,705008498,2024,896291495.0,364000000.0,36400000.0,2024-08-23,Huila,Neiva
CENTRO ETNOEDUCATIVO INTEGRAL RURAL TEJIENDO SABERES,719111429-3,2024,529600000.0,364000000.0,36400000.0,2024-08-23,La Guajira,Uribia
  UNIVERSIDAD DE CORDOBA  ,718569130,2023,264447923692.0,1000000000.0,150000000.0,2024-08-23,Córdoba,Montería
 ' MUNICIPIO DE PENSILVANIA  ,702376922,2024,5865340651.0,364000000.0,36400000.0,2024-08-23,Caldas,Pensilvania
FONDO ADAPTACIÓN,700363047,2024,2721067580557.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
MUNICIPIO DE EL CERRITO.,703714378,2024,34128126428.0,364000000.0,36400000.0,2024-08-23,Valle del Cauca,El Cerrito
INSTITUTO DE CULTURA Y PATRIMONIO  DE ANTIOQUIA,705351302,2024,5577161425.0,364000000.0,36400000.0,2024-08-23,Antioquia,No definido
EMPRESA DE ENERGÍA DE CASANARE S.A. E.S.P.,718458664,2024,110042953386.0,585000000.0,58500000.0,2024-08-23,Casanare,Yopal
  RADIO TELEVISION NACIONAL DE CO'LOMBIA.  ,701172108,2024,413657582325.0,585000000.0,58500000.0,2024-08-23,Distrito Capital de Bogotá,Bogotá
ALCALDIA MUNICIPAL DE SAN JOSE DE LA MONTAÑA,704764083,2024,3368716178.0,364000000.0,36400000.0,2024-08-23,Antioquia,San José De La Montaña
EMPRESA REGIONAL AGUAS DEL TEQUENDAMA S.A. E.S.P.,718586266-3,2024,5660202739.0,6500000000.0,650000000.0,2024-08-23,Cundinamarca,La Mesa
CENTRO  EDUCATIVO COTOCA ARRIBA,718602295,2024,18618000.0,280000000.0,28000000.0,2024-08-23,Córdoba,Lorica
EMPRESA SOCIAL DEL ESTADO CAMILO TRUJILLO SILVA DE PALESTINA HUILA,703070524,2024,4951011552.0,276589703.0,27658970.0,2024-08-23,Huila,Palestina
ESE CAMU )LA APARTADA,711230177,2024,4166453076.0,409360000.0,40936000.0,2024-08-23,Córdoba,La Apartada
MUNICIPIO DE EL SANTUARIO ANTIOQUIA,700537129,2024,35278158564.0,364000000.0,36400000.0,2024-08-23,Antioquia,El Santuario
UNIVERSIDAD DEL VALLE,700785025,2024,247929417157.0,650000000.0,260000000.0,2024-08-23,Valle del Cauca,No definido
INSTITUCION EDUCATIVA MARIA JOSEFA ESCOBAR,717939516,2024,232885648.0,280000000.0,28000000.0,2024-08-23,Antioquia,Itagui
INSTITUTO TECNICO AQUILEO PARRA,718376049,2024,208696893.0,364000000.0,36400000.0,2024-08-23,Santander,Barichara
Empresa Nacional Promotora del Desarrollo Territorial S.A  ENTerritorio S.A,700771157,2018,1095217630960.0,1.0,0.0,2024-08-09,Distrito Capital de Bogotá,No definido
  MUNICIPIO DE PUERTO COLO^MBIA  ,702641184,2024,33661123233.0,364000000.0,36400000.0,2024-08-23,Atlántico,No definido
  ESE HOSPITAL PSIQUIÁTRICO SAN CAMILO  ,704322189,2024,17151320235.0,500000000.0,50000000.0,2024-08-23,Santander,Bucaramanga
MUNICIPIO DE SAN FRANCISCO,704081157-0,2024,5836884842.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,San Francisco
DEPARTAMENTO DE SANTANDER,701515082,2024,581704264310.0,1130000000.0,130000000.0,2024-08-23,Santander,Bucaramanga
INSTITUCION EDUCATIVA ANTONIO JOSE DE SUCRE,717684757-2,2024,228950140.0,280000000.0,28000000.0,2024-08-23,Antioquia,Itagui
INSTITUCION EDUCATIVA GUSTAVO COTE URIBE,718175300-0,2024,87238923.0,364000000.0,36400000.0,2024-08-23,Santander,Bucaramanga
INFIBAGUE**,702418666,2024,49837884423.0,364000000.0,36400000.0,2024-08-23,Tolima,Ibagué
ALCALDIA MUNICIPAL DE MI?RAFLORES BOYACA,702886201,2023,10628496765.0,324800000.0,32480000.0,2024-08-23,Boyacá,Miraflores
SUCRE-INSTITUCION EDUCATIVA CISPATACA,705830628,2024,43987343.0,130000000.0,13000000.0,2024-08-23,Sucre,San Benito Abad
INSTITUCION EDUCATIVA TECNICA SEÑOR DE LOS MILAGROS,719006686,2024,18270000.0,324800000.0,32480000.0,2024-08-23,Boyacá,Sativasur
IE EZEQUIEL MORENO Y DIAZ,718627144-3,2024,250993574.0,200000000.0,20000000.0,2024-08-23,Casanare,Villanueva
INSTITUCION EDUCATIVA CARLOS EDUARDO VASCO URIBE,718046998,2024,130187034.0,364000000.0,36400000.0,2024-08-23,Risaralda,Pereira
I.E INSTECNICO,720823871,2024,244919456.0,26000000.0,2600000.0,2024-08-23,Cauca,Santander De Quilichao
ALCALDIA DE CIUDAD BOLIVAR,704297852,2024,18206401516.0,364000000.0,36400000.0,2024-08-23,Antioquia,No definido
ESE HOSPITAL MALVINAS HECTOR OROZCO OROZCO,717912059,2024,27252991104.0,390000000.0,39000000.0,2024-08-23,Caquetá,Florencia
CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA,702448036-6,2024,10869209823.0,364000000.0,36400000.0,2024-08-23,Casanare,Yopal
  INSTITUCION EDUCATIVA CECILIA DE LLERAS  ,718778137,2024,255307802.0,364000000.0,36400000.0,2024-08-23,Córdoba,Montería
INSTITUCION EDUCATIVA TECNICA MARTIN POMALA,706038015-5,2024,128479173.0,364000000.0,36400000.0,2024-08-23,Tolima,Ataco
ALCALDIA DEL MUNICIPIO DE AGUAZUL,701635120,2024,111606158597.0,364000000.0,36400000.0,2024-08-23,Casanare,Aguazul
MUNICIPIO DE UBATE,702259540,2024,14424744151.0,364000000.0,36400000.0,2024-08-23,Cundinamarca,Villa De San Diego De Ubate
